vgg16
,default,agg,multicast,multiagg
10.0,42.0812616895911,22.285259431688438,21.69991393152804,1.913530716160056
25.0,16.83257188427752,8.905731538684124,8.680027483388239,0.7654352378880116
50.0,8.416308583290759,4.459025156990058,4.377286516350089,0.41805489280000946
75.0,5.6108821178060255,2.967801366358028,2.9745375136434133,0.3351176000853265
100.0,4.208175296957379,2.2296019981430297,2.273165954750971,0.29364744640000945

resnet-200
,default,agg,multicast,multiagg
10.0,13.877461289602417,7.776286691200679,6.989197808913815,0.8375809970285715
25.0,5.564000438674426,3.3799913636582155,3.001129785782749,0.8306564222171426
50.0,2.7767987942400745,1.9226647878405367,1.677187088731383,0.8143481994057141
75.0,1.854031490377139,1.4349815589182724,1.2365766323204668,0.8226264225523806
100.0,1.3886735843200346,1.1931385229716966,1.0174555675885208,0.8206226711314286

resnet-200_alternate
,default,agg,multicast,multiagg
10.0,15.308168670634064,8.633912892343956,7.718360802742901,1.0530095684571432
25.0,6.113677130421981,3.825704552595365,3.3297561583542783,1.0313707079314287
50.0,3.0699062308568883,2.224335402331968,1.8675823850056954,1.0296339136914285
75.0,2.0964342242741987,1.6811437102327893,1.4309173688688237,1.0270549978819048
100.0,1.6100840137141073,1.4212433566631266,1.2120584310399263,1.0239083854171427

resnet-101
,default,agg,multicast,multiagg
10.0,9.124292168685269,4.907679807999323,4.841080399542429,0.6630621700571427
25.0,3.6486283382866236,2.2062102250063345,2.0421426505144673,0.60076316544
50.0,1.8239411683661675,1.2931965401603098,1.1102082878172685,0.5786158684342856
75.0,1.2357556913979564,1.006435577051368,0.7986517034666927,0.5409000949638095
100.0,0.9706679408001363,0.8932054378057703,0.6432401068343444,0.5611850770742856

inception-v3
,default,agg,multicast,multiagg
10.0,4.708854737371444,2.993447996342708,2.522423959771504,0.6072762912
25.0,1.884621445119954,1.4052508693942427,1.1128852818285555,0.5753059450514285
50.0,0.9456404514742803,0.89165198335998,0.6449400086857245,0.5614586868114284
75.0,0.7651117894704781,0.7588262858361922,0.5617480646095236,0.5597476959695237
100.0,0.7094655974857111,0.7058794773942825,0.562963866102857,0.5633922005485713

inception-v3_alternate
,default,agg,multicast,multiagg
10.0,4.783620286171169,3.1371046546282244,2.545238657371533,0.7107048626285716
25.0,1.9099971013484769,1.5390581087085042,1.1328965286399637,0.6855916593371428
50.0,0.9981868675656828,1.0076771960685371,0.6708639505371445,0.6641729725257142
75.0,0.8702557525333352,0.8642701802666686,0.6726051548038094,0.6706048388266667
100.0,0.8110204781714253,0.8151641252571397,0.6685353736685713,0.6708207719771427

